CustomerID,Recency,Frequency,MonetaryValue,R_Score,F_Score,M_Score,RFM_Score_Total,RFM_Segment
13365,55,2,2225.37,3,2,3,323,06 - Others / Need Attention
13366,72,1,56.16,3,1,1,311,06 - Others / Need Attention
13367,453,1,510.2,1,1,2,112,04 - At Risk
13368,278,4,1121.5,2,3,3,233,03 - Loyal Customers
13369,387,1,616.5600000000001,2,1,2,212,04 - At Risk
13370,393,1,1509.74,2,1,3,213,06 - Others / Need Attention
13371,527,2,2297.66,1,2,3,123,06 - Others / Need Attention
13372,111,1,378.64,3,1,2,312,06 - Others / Need Attention
13373,82,6,7587.1900000000005,3,3,4,334,03 - Loyal Customers
13374,436,2,422.8,1,2,2,122,04 - At Risk
13375,110,2,1792.23,3,2,3,323,06 - Others / Need Attention
13376,121,3,1019.76,2,2,3,223,06 - Others / Need Attention
13377,418,2,1552.88,1,2,3,123,06 - Others / Need Attention
13379,48,3,572.56,3,2,2,322,06 - Others / Need Attention
13380,454,1,62.4,1,1,1,111,04 - At Risk
13381,53,12,8224.37,3,4,4,344,03 - Loyal Customers
13382,302,5,1387.58,2,3,3,233,03 - Loyal Customers
13383,565,1,305.28000000000003,1,1,1,111,04 - At Risk
13384,52,11,6680.83,3,4,4,344,03 - Loyal Customers
13385,351,1,534.57,2,1,2,212,04 - At Risk
13386,436,2,835.46,1,2,2,122,04 - At Risk
13387,439,1,189.44,1,1,1,111,04 - At Risk
13388,153,3,1185.65,2,2,3,223,06 - Others / Need Attention
13389,33,3,797.96,4,2,2,422,06 - Others / Need Attention
13390,96,1,544.08,3,1,2,312,06 - Others / Need Attention
13391,225,1,59.8,2,1,1,211,04 - At Risk
13392,699,1,91.14,1,1,1,111,04 - At Risk
13393,605,4,1131.45,1,3,3,133,06 - Others / Need Attention
13394,23,19,6621.7,4,4,4,444,01 - Champions
13395,207,3,1180.23,2,2,3,223,06 - Others / Need Attention
13396,51,2,1360.99,3,2,3,323,06 - Others / Need Attention
13397,94,10,3191.87,3,4,4,344,03 - Loyal Customers
13398,214,2,670.34,2,2,2,222,04 - At Risk
13399,486,3,275.4,1,2,1,121,04 - At Risk
13400,604,1,310.83,1,1,1,111,04 - At Risk
13402,149,4,1535.13,2,3,3,233,03 - Loyal Customers
13403,39,3,229.5,4,2,1,421,06 - Others / Need Attention
13404,23,2,252.49,4,2,1,421,06 - Others / Need Attention
13405,96,6,1213.811,3,3,3,333,03 - Loyal Customers
13406,449,2,568.92,1,2,2,122,04 - At Risk
13407,600,3,2244.7,1,2,3,123,06 - Others / Need Attention
13408,23,106,51733.462,4,4,4,444,01 - Champions
13410,46,9,2201.96,4,4,3,443,02 - Potential Loyalists
13411,129,1,213.55,2,1,1,211,04 - At Risk
13412,642,1,487.35,1,1,2,112,04 - At Risk
13413,661,6,429.44,1,3,2,132,06 - Others / Need Attention
13414,155,6,2494.14,2,3,4,234,03 - Loyal Customers
13415,494,4,800.67,1,3,2,132,06 - Others / Need Attention
13416,65,3,940.8000000000001,3,2,3,323,06 - Others / Need Attention
13417,26,6,1669.49,4,3,3,433,02 - Potential Loyalists
13418,33,31,12233.6,4,4,4,444,01 - Champions
13419,85,1,221.06,3,1,1,311,06 - Others / Need Attention
13420,171,2,159.85,2,2,1,221,04 - At Risk
13421,62,8,4103.12,3,4,4,344,03 - Loyal Customers
13422,86,1,2626.3,3,1,4,314,06 - Others / Need Attention
13423,450,1,217.03,1,1,1,111,04 - At Risk
13424,471,1,572.77,1,1,2,112,04 - At Risk
13425,130,5,3403.63,2,3,4,234,03 - Loyal Customers
13426,22,22,8167.38,4,4,4,444,01 - Champions
13427,41,6,1006.53,4,3,3,433,02 - Potential Loyalists
13428,32,3,499.98,4,2,2,422,06 - Others / Need Attention
13429,32,4,1006.8,4,3,3,433,02 - Potential Loyalists
13430,40,2,679.45,4,2,2,422,06 - Others / Need Attention
13431,89,8,3316.2400000000002,3,4,4,344,03 - Loyal Customers
13432,593,2,439.1,1,2,2,122,04 - At Risk
13433,523,4,658.32,1,3,2,132,06 - Others / Need Attention
13434,96,5,1666.8600000000001,3,3,3,333,03 - Loyal Customers
13435,27,9,4475.2300000000005,4,4,4,444,01 - Champions
13436,23,1,196.89,4,1,1,411,06 - Others / Need Attention
13437,36,7,3408.06,4,3,4,434,02 - Potential Loyalists
13438,569,1,46.5,1,1,1,111,04 - At Risk
13439,277,3,986.61,2,2,3,223,06 - Others / Need Attention
13440,445,7,1295.25,1,3,3,133,06 - Others / Need Attention
13441,113,2,720.9,3,2,2,322,06 - Others / Need Attention
13442,689,3,419.87,1,2,2,122,04 - At Risk
13443,470,6,1280.16,1,3,3,133,06 - Others / Need Attention
13444,396,2,631.68,2,2,2,222,04 - At Risk
13445,648,1,241.89999999999998,1,1,1,111,04 - At Risk
13446,452,11,3881.89,1,4,4,144,06 - Others / Need Attention
13447,45,3,1129.14,4,2,3,423,06 - Others / Need Attention
13448,38,13,9240.87,4,4,4,444,01 - Champions
13449,45,1,291.88,4,1,1,411,06 - Others / Need Attention
13450,48,13,4120.04,3,4,4,344,03 - Loyal Customers
13451,48,11,7190.92,3,4,4,344,03 - Loyal Customers
13452,281,3,729.8,2,2,2,222,04 - At Risk
13453,187,3,781.69,2,2,2,222,04 - At Risk
13454,663,1,219.87,1,1,1,111,04 - At Risk
13455,46,6,2905.93,4,3,4,434,02 - Potential Loyalists
13456,39,6,1766.72,4,3,3,433,02 - Potential Loyalists
13457,710,2,148.22,1,2,1,121,04 - At Risk
13458,29,16,11959.27,4,4,4,444,01 - Champions
13459,646,2,1160.41,1,2,3,123,06 - Others / Need Attention
13460,51,2,183.44,3,2,1,321,06 - Others / Need Attention
13461,60,6,4160.0,3,3,4,334,03 - Loyal Customers
13462,274,5,1153.8500000000001,2,3,3,233,03 - Loyal Customers
13464,80,6,3097.64,3,3,4,334,03 - Loyal Customers
13465,468,2,931.12,1,2,3,123,06 - Others / Need Attention
13466,206,5,1013.35,2,3,3,233,03 - Loyal Customers
13467,32,2,1083.71,4,2,3,423,06 - Others / Need Attention
13468,23,72,13390.51,4,4,4,444,01 - Champions
13469,675,1,82.4,1,1,1,111,04 - At Risk
13470,121,2,165.0,2,2,1,221,04 - At Risk
13471,23,4,2531.58,4,3,4,434,02 - Potential Loyalists
13472,485,2,592.24,1,2,2,122,04 - At Risk
13473,82,8,2657.76,3,4,4,344,03 - Loyal Customers
13474,258,3,663.79,2,2,2,222,04 - At Risk
13475,213,4,1431.78,2,3,3,233,03 - Loyal Customers
13476,200,5,2061.4700000000003,2,3,3,233,03 - Loyal Customers
13477,59,11,2834.17,3,4,4,344,03 - Loyal Customers
13478,491,5,2215.78,1,3,3,133,06 - Others / Need Attention
13479,222,4,851.37,2,3,2,232,06 - Others / Need Attention
13480,438,2,627.82,1,2,2,122,04 - At Risk
13481,67,11,3830.84,3,4,4,344,03 - Loyal Customers
13482,254,2,336.09,2,2,1,221,04 - At Risk
13483,87,1,140.34,3,1,1,311,06 - Others / Need Attention
13484,263,3,790.72,2,2,2,222,04 - At Risk
13485,255,11,3019.2200000000003,2,4,4,244,03 - Loyal Customers
13486,100,3,1122.41,3,2,3,323,06 - Others / Need Attention
13487,79,5,846.87,3,3,2,332,06 - Others / Need Attention
13488,39,23,15587.880000000001,4,4,4,444,01 - Champions
13489,127,4,449.52,2,3,2,232,06 - Others / Need Attention
13490,676,1,154.25,1,1,1,111,04 - At Risk
13491,73,27,4566.56,3,4,4,344,03 - Loyal Customers
13492,158,3,1269.84,2,2,3,223,06 - Others / Need Attention
13493,297,2,618.63,2,2,2,222,04 - At Risk
13494,333,1,316.26000000000005,2,1,1,211,04 - At Risk
13495,29,10,5374.26,4,4,4,444,01 - Champions
13496,32,2,653.33,4,2,2,422,06 - Others / Need Attention
13497,304,6,1320.3300000000002,2,3,3,233,03 - Loyal Customers
13498,752,1,327.38,1,1,1,111,04 - At Risk
13499,39,5,1159.1100000000001,4,3,3,433,02 - Potential Loyalists
13500,45,4,1466.3,4,3,3,433,02 - Potential Loyalists
13501,310,3,2885.11,2,2,4,224,06 - Others / Need Attention
13502,38,5,780.5,4,3,2,432,06 - Others / Need Attention
13503,93,6,1905.39,3,3,3,333,03 - Loyal Customers
13504,86,1,295.93,3,1,1,311,06 - Others / Need Attention
13505,94,4,4393.63,3,3,4,334,03 - Loyal Customers
13506,338,5,1639.2,2,3,3,233,03 - Loyal Customers
13507,25,4,2479.16,4,3,4,434,02 - Potential Loyalists
13508,265,2,287.05,2,2,1,221,04 - At Risk
13509,30,8,1114.72,4,4,3,443,02 - Potential Loyalists
13510,23,11,4558.29,4,4,4,444,01 - Champions
13511,698,1,282.76,1,1,1,111,04 - At Risk
13512,282,4,713.39,2,3,2,232,06 - Others / Need Attention
13513,148,3,824.59,2,2,2,222,04 - At Risk
13514,95,4,815.9000000000001,3,3,2,332,06 - Others / Need Attention
13515,94,6,1265.82,3,3,3,333,03 - Loyal Customers
13516,43,4,1685.26,4,3,3,433,02 - Potential Loyalists
13517,81,3,2128.42,3,2,3,323,06 - Others / Need Attention
13518,107,1,659.44,3,1,2,312,06 - Others / Need Attention
13519,100,2,343.21,3,2,1,321,06 - Others / Need Attention
13520,80,11,6909.4,3,4,4,344,03 - Loyal Customers
13521,23,3,1093.65,4,2,3,423,06 - Others / Need Attention
13522,52,1,125.80000000000001,3,1,1,311,06 - Others / Need Attention
13523,55,6,5101.52,3,3,4,334,03 - Loyal Customers
13524,62,5,680.1800000000001,3,3,2,332,06 - Others / Need Attention
13525,36,2,628.78,4,2,2,422,06 - Others / Need Attention
13526,760,2,1182.0,1,2,3,123,06 - Others / Need Attention
13527,55,12,4683.74,3,4,4,344,03 - Loyal Customers
13529,100,2,307.76,3,2,1,321,06 - Others / Need Attention
13530,656,1,402.98,1,1,2,112,04 - At Risk
13531,227,6,1738.52,2,3,3,233,03 - Loyal Customers
13532,55,1,210.31,3,1,1,311,06 - Others / Need Attention
13533,204,3,270.79,2,2,1,221,04 - At Risk
13534,24,35,7720.900000000001,4,4,4,444,01 - Champions
13535,424,1,89.5,1,1,1,111,04 - At Risk
13536,23,7,3448.29,4,3,4,434,02 - Potential Loyalists
13537,447,2,717.85,1,2,2,122,04 - At Risk
13538,65,12,3112.73,3,4,4,344,03 - Loyal Customers
13539,107,7,1569.36,3,3,3,333,03 - Loyal Customers
13540,489,3,632.39,1,2,2,122,04 - At Risk
13541,449,2,785.25,1,2,2,122,04 - At Risk
13542,398,17,4006.17,2,4,4,244,03 - Loyal Customers
13543,656,2,1439.61,1,2,3,123,06 - Others / Need Attention
13544,61,6,829.0,3,3,2,332,06 - Others / Need Attention
13545,412,2,374.64,1,2,2,122,04 - At Risk
13546,34,5,1092.14,4,3,3,433,02 - Potential Loyalists
13547,430,1,175.53,1,1,1,111,04 - At Risk
13548,118,3,908.99,2,2,3,223,06 - Others / Need Attention
13549,47,8,1005.8000000000001,4,4,3,443,02 - Potential Loyalists
13550,405,1,349.51,1,1,2,112,04 - At Risk
13551,341,2,244.2,2,2,1,221,04 - At Risk
13552,88,22,6978.92,3,4,4,344,03 - Loyal Customers
13553,696,1,517.8,1,1,2,112,04 - At Risk
13554,402,7,1638.28,1,3,3,133,06 - Others / Need Attention
13555,95,13,8999.19,3,4,4,344,03 - Loyal Customers
13556,451,2,200.82,1,2,1,121,04 - At Risk
13557,50,13,3032.26,3,4,4,344,03 - Loyal Customers
13558,27,4,605.06,4,3,2,432,06 - Others / Need Attention
13559,534,2,990.0,1,2,3,123,06 - Others / Need Attention
13560,29,1,174.37,4,1,1,411,06 - Others / Need Attention
13561,237,11,1820.72,2,4,3,243,03 - Loyal Customers
13562,103,8,4838.18,3,4,4,344,03 - Loyal Customers
13563,106,2,777.53,3,2,2,322,06 - Others / Need Attention
13564,166,37,17249.55,2,4,4,244,03 - Loyal Customers
13565,41,3,414.8,4,2,2,422,06 - Others / Need Attention
13566,62,5,1708.1200000000001,3,3,3,333,03 - Loyal Customers
13567,450,4,1083.69,1,3,3,133,06 - Others / Need Attention
13568,195,1,192.85,2,1,1,211,04 - At Risk
13569,39,4,893.78,4,3,2,432,06 - Others / Need Attention
13570,265,1,239.49,2,1,1,211,04 - At Risk
13571,34,26,4546.54,4,4,4,444,01 - Champions
13572,227,1,1384.25,2,1,3,213,06 - Others / Need Attention
13573,72,6,916.47,3,3,3,333,03 - Loyal Customers
13574,433,1,421.25,1,1,2,112,04 - At Risk
13575,45,5,732.07,4,3,2,432,06 - Others / Need Attention
13576,32,28,11551.74,4,4,4,444,01 - Champions
13577,47,11,3489.28,4,4,4,444,01 - Champions
13578,431,1,147.66,1,1,1,111,04 - At Risk
13579,36,5,1539.04,4,3,3,433,02 - Potential Loyalists
13580,428,1,107.75,1,1,1,111,04 - At Risk
13581,331,2,280.53000000000003,2,2,1,221,04 - At Risk
13582,411,2,241.68,1,2,1,121,04 - At Risk
13583,177,2,1445.031,2,2,3,223,06 - Others / Need Attention
13584,328,3,392.45,2,2,2,222,04 - At Risk
13585,552,3,684.54,1,2,2,122,04 - At Risk
13586,563,1,131.53,1,1,1,111,04 - At Risk
13587,85,4,1673.5,3,3,3,333,03 - Loyal Customers
13588,37,9,2478.95,4,4,4,444,01 - Champions
13589,36,6,1120.74,4,3,3,433,02 - Potential Loyalists
13590,33,18,6349.59,4,4,4,444,01 - Champions
13591,86,7,2093.94,3,3,3,333,03 - Loyal Customers
13592,57,4,247.95999999999998,3,3,1,331,06 - Others / Need Attention
13593,130,14,5523.6900000000005,2,4,4,244,03 - Loyal Customers
13594,74,2,533.32,3,2,2,322,06 - Others / Need Attention
13595,538,3,818.22,1,2,2,122,04 - At Risk
13596,27,2,697.04,4,2,2,422,06 - Others / Need Attention
13597,422,2,396.71,1,2,2,122,04 - At Risk
13598,69,5,789.59,3,3,2,332,06 - Others / Need Attention
13599,23,33,10167.630000000001,4,4,4,444,01 - Champions
13600,334,2,518.42,2,2,2,222,04 - At Risk
13601,67,4,1185.14,3,3,3,333,03 - Loyal Customers
13602,86,4,1025.17,3,3,3,333,03 - Loyal Customers
13603,48,1,164.34,3,1,1,311,06 - Others / Need Attention
13604,680,1,717.62,1,1,2,112,04 - At Risk
13605,409,2,522.67,1,2,2,122,04 - At Risk
13606,51,3,280.54,3,2,1,321,06 - Others / Need Attention
13607,62,2,1078.31,3,2,3,323,06 - Others / Need Attention
13608,562,1,236.2,1,1,1,111,04 - At Risk
13609,615,1,167.35,1,1,1,111,04 - At Risk
13610,34,14,2175.88,4,4,3,443,02 - Potential Loyalists
13611,111,10,3319.53,3,4,4,344,03 - Loyal Customers
13612,654,1,818.29,1,1,2,112,04 - At Risk
13613,474,5,1039.8500000000001,1,3,3,133,06 - Others / Need Attention
13614,46,6,2359.19,4,3,4,434,02 - Potential Loyalists
13615,340,8,6272.53,2,4,4,244,03 - Loyal Customers
13616,590,2,288.1,1,2,1,121,04 - At Risk
13617,62,8,1278.75,3,4,3,343,03 - Loyal Customers
13618,195,1,177.34,2,1,1,211,04 - At Risk
13619,566,2,231.69,1,2,1,121,04 - At Risk
13620,550,1,112.34,1,1,1,111,04 - At Risk
13621,138,1,213.85,2,1,1,211,04 - At Risk
13622,718,1,658.95,1,1,2,112,04 - At Risk
13623,52,10,2566.49,3,4,4,344,03 - Loyal Customers
13624,410,1,462.08,1,1,2,112,04 - At Risk
13625,618,1,301.26,1,1,1,111,04 - At Risk
13626,274,2,707.04,2,2,2,222,04 - At Risk
13627,81,7,2245.9,3,3,3,333,03 - Loyal Customers
13628,698,1,310.14,1,1,1,111,04 - At Risk
13629,45,19,13370.86,4,4,4,444,01 - Champions
13630,27,7,2031.78,4,3,3,433,02 - Potential Loyalists
13631,121,11,3070.42,2,4,4,244,03 - Loyal Customers
13632,46,8,3648.15,4,4,4,444,01 - Champions
13634,55,16,5073.47,3,4,4,344,03 - Loyal Customers
13635,89,4,2999.16,3,3,4,334,03 - Loyal Customers
13636,58,5,949.12,3,3,3,333,03 - Loyal Customers
13637,74,3,810.5,3,2,2,322,06 - Others / Need Attention
13638,37,1,122.64,4,1,1,411,06 - Others / Need Attention
13639,96,2,1346.27,3,2,3,323,06 - Others / Need Attention
13640,633,1,405.0,1,1,2,112,04 - At Risk
13641,662,5,1016.47,1,3,3,133,06 - Others / Need Attention
13642,237,4,514.72,2,3,2,232,06 - Others / Need Attention
13643,53,10,2156.77,3,4,3,343,03 - Loyal Customers
13644,38,4,2624.26,4,3,4,434,02 - Potential Loyalists
13645,142,1,252.1,2,1,1,211,04 - At Risk
13646,421,2,326.25,1,2,1,121,04 - At Risk
13647,31,8,3071.68,4,4,4,444,01 - Champions
13648,422,8,1764.02,1,4,3,143,06 - Others / Need Attention
13649,278,6,1678.88,2,3,3,233,03 - Loyal Customers
13650,38,10,3288.0,4,4,4,444,01 - Champions
13651,57,3,226.85,3,2,1,321,06 - Others / Need Attention
13652,67,5,2570.85,3,3,4,334,03 - Loyal Customers
13653,509,1,152.2,1,1,1,111,04 - At Risk
13654,65,11,6308.0,3,4,4,344,03 - Loyal Customers
13655,136,6,2280.51,2,3,3,233,03 - Loyal Customers
13656,186,4,1078.85,2,3,3,233,03 - Loyal Customers
13657,32,2,382.14,4,2,2,422,06 - Others / Need Attention
13658,31,9,6025.5,4,4,4,444,01 - Champions
13659,227,12,4894.88,2,4,4,244,03 - Loyal Customers
13660,422,1,314.59,1,1,1,111,04 - At Risk
13661,625,1,325.24,1,1,1,111,04 - At Risk
13662,107,11,2250.11,3,4,3,343,03 - Loyal Customers
13663,201,5,2047.51,2,3,3,233,03 - Loyal Customers
13665,408,3,1711.66,1,2,3,123,06 - Others / Need Attention
13666,82,5,127.9,3,3,1,331,06 - Others / Need Attention
13667,171,1,305.02,2,1,1,211,04 - At Risk
13668,24,35,13089.94,4,4,4,444,01 - Champions
13669,72,3,413.55,3,2,2,322,06 - Others / Need Attention
13670,97,1,349.7,3,1,2,312,06 - Others / Need Attention
13671,416,1,194.95,1,1,1,111,04 - At Risk
13672,323,3,419.92,2,2,2,222,04 - At Risk
13673,40,2,396.92,4,2,2,422,06 - Others / Need Attention
13674,454,1,240.68,1,1,1,111,04 - At Risk
13675,173,2,486.82000000000005,2,2,2,222,04 - At Risk
13676,561,2,243.9,1,2,1,121,04 - At Risk
13677,426,2,556.1899999999999,1,2,2,122,04 - At Risk
13678,173,1,232.6,2,1,1,211,04 - At Risk
13679,515,3,281.26,1,2,1,121,04 - At Risk
13680,23,12,11435.67,4,4,4,444,01 - Champions
13681,39,4,827.83,4,3,2,432,06 - Others / Need Attention
13682,209,1,59.5,2,1,1,211,04 - At Risk
13683,479,1,258.6,1,1,1,111,04 - At Risk
13684,307,4,596.98,2,3,2,232,06 - Others / Need Attention
13685,24,7,3119.44,4,3,4,434,02 - Potential Loyalists
13686,204,3,409.04,2,2,2,222,04 - At Risk
13687,460,1,11880.84,1,1,4,114,06 - Others / Need Attention
13688,657,1,375.5,1,1,2,112,04 - At Risk
13689,85,2,1259.5,3,2,3,323,06 - Others / Need Attention
13690,81,1,172.25,3,1,1,311,06 - Others / Need Attention
13691,418,1,212.78,1,1,1,111,04 - At Risk
13692,46,5,3114.4,4,3,4,434,02 - Potential Loyalists
13693,396,9,2011.8200000000002,2,4,3,243,03 - Loyal Customers
13694,25,143,196482.81,4,4,4,444,01 - Champions
13695,53,16,2770.73,3,4,4,344,03 - Loyal Customers
13696,443,3,2020.4,1,2,3,123,06 - Others / Need Attention
13697,60,1,151.3,3,1,1,311,06 - Others / Need Attention
13698,618,2,465.53000000000003,1,2,2,122,04 - At Risk
13699,177,2,764.15,2,2,2,222,04 - At Risk
13700,48,13,2613.46,3,4,4,344,03 - Loyal Customers
13701,468,1,161.0,1,1,1,111,04 - At Risk
13702,467,1,135.18,1,1,1,111,04 - At Risk
13703,340,2,425.56,2,2,2,222,04 - At Risk
13704,27,9,2308.06,4,4,4,444,01 - Champions
13705,29,7,2035.33,4,3,3,433,02 - Potential Loyalists
13706,324,2,631.1700000000001,2,2,2,222,04 - At Risk
13707,289,5,3365.86,2,3,4,234,03 - Loyal Customers
13708,293,1,296.88,2,1,1,211,04 - At Risk
13709,25,18,7591.75,4,4,4,444,01 - Champions
13710,53,3,509.52,3,2,2,322,06 - Others / Need Attention
13711,240,9,1792.26,2,4,3,243,03 - Loyal Customers
13712,268,2,766.42,2,2,2,222,04 - At Risk
13713,430,3,743.26,1,2,2,122,04 - At Risk
13714,487,1,161.35,1,1,1,111,04 - At Risk
13715,303,17,8483.29,2,4,4,244,03 - Loyal Customers
13716,291,1,138.28,2,1,1,211,04 - At Risk
13717,54,8,1763.3,3,4,3,343,03 - Loyal Customers
13718,268,2,306.55,2,2,1,221,04 - At Risk
13719,37,11,2815.25,4,4,4,444,01 - Champions
13720,138,4,799.9,2,3,2,232,06 - Others / Need Attention
13721,58,2,741.54,3,2,2,322,06 - Others / Need Attention
13722,153,10,5635.41,2,4,4,244,03 - Loyal Customers
13723,239,6,1209.2,2,3,3,233,03 - Loyal Customers
13724,659,1,213.01,1,1,1,111,04 - At Risk
13725,71,8,1980.56,3,4,3,343,03 - Loyal Customers
13726,60,2,1079.66,3,2,3,323,06 - Others / Need Attention
13727,50,8,1080.05,3,4,3,343,03 - Loyal Customers
13728,58,16,2855.17,3,4,4,344,03 - Loyal Customers
13729,457,3,724.73,1,2,2,122,04 - At Risk
13730,157,2,752.6,2,2,2,222,04 - At Risk
13731,241,2,610.59,2,2,2,222,04 - At Risk
13732,50,1,491.86,3,1,2,312,06 - Others / Need Attention
13733,432,2,487.03000000000003,1,2,2,122,04 - At Risk
13734,530,4,6701.640000000001,1,3,4,134,06 - Others / Need Attention
13735,46,13,9813.22,4,4,4,444,01 - Champions
13736,27,7,2766.21,4,3,4,434,02 - Potential Loyalists
13737,222,1,339.6,2,1,1,211,04 - At Risk
13738,418,1,440.93,1,1,2,112,04 - At Risk
13739,40,2,292.2,4,2,1,421,06 - Others / Need Attention
13740,262,5,1597.77,2,3,3,233,03 - Loyal Customers
13741,93,3,668.4300000000001,3,2,2,322,06 - Others / Need Attention
13742,38,12,3131.02,4,4,4,444,01 - Champions
13743,24,7,1341.6,4,3,3,433,02 - Potential Loyalists
13744,117,2,1156.36,3,2,3,323,06 - Others / Need Attention
13745,184,2,777.36,2,2,2,222,04 - At Risk
13746,435,1,176.69,1,1,1,111,04 - At Risk
13747,395,2,249.39999999999998,2,2,1,221,04 - At Risk
13748,117,9,2268.35,3,4,3,343,03 - Loyal Customers
13750,75,11,3602.18,3,4,4,344,03 - Loyal Customers
13751,310,1,296.25,2,1,1,211,04 - At Risk
13752,146,7,1590.73,2,3,3,233,03 - Loyal Customers
13753,309,4,2094.57,2,3,3,233,03 - Loyal Customers
13754,173,3,447.05,2,2,2,222,04 - At Risk
13755,25,9,2161.35,4,4,3,443,02 - Potential Loyalists
13756,24,23,9207.5,4,4,4,444,01 - Champions
13757,696,1,195.55,1,1,1,111,04 - At Risk
13758,33,15,9416.98,4,4,4,444,01 - Champions
13759,55,2,659.4100000000001,3,2,2,322,06 - Others / Need Attention
13760,76,5,1363.6399999999999,3,3,3,333,03 - Loyal Customers
13761,72,6,1952.17,3,3,3,333,03 - Loyal Customers
13762,240,5,2472.48,2,3,4,234,03 - Loyal Customers
13763,85,3,5217.44,3,2,4,324,06 - Others / Need Attention
13764,92,6,2953.26,3,3,4,334,03 - Loyal Customers
13765,675,1,352.821,1,1,2,112,04 - At Risk
13766,517,1,190.35,1,1,1,111,04 - At Risk
13767,24,73,35540.53,4,4,4,444,01 - Champions
13768,748,2,875.97,1,2,2,122,04 - At Risk
13769,24,20,5800.42,4,4,4,444,01 - Champions
13770,444,4,785.37,1,3,2,132,06 - Others / Need Attention
13771,86,9,5728.82,3,4,4,344,03 - Loyal Customers
13772,55,8,3114.2200000000003,3,4,4,344,03 - Loyal Customers
13773,418,2,301.54,1,2,1,121,04 - At Risk
13774,103,1,345.0,3,1,1,311,06 - Others / Need Attention
13775,612,1,1049.66,1,1,3,113,06 - Others / Need Attention
13776,450,2,623.98,1,2,2,122,04 - At Risk
13777,22,61,56478.42,4,4,4,444,01 - Champions
13778,125,4,1124.49,2,3,3,233,03 - Loyal Customers
13779,537,1,161.13,1,1,1,111,04 - At Risk
13780,29,3,735.82,4,2,2,422,06 - Others / Need Attention
13781,272,3,778.83,2,2,2,222,04 - At Risk
13782,34,13,1793.72,4,4,3,443,02 - Potential Loyalists
13783,509,4,1542.09,1,3,3,133,06 - Others / Need Attention
13784,31,14,2910.23,4,4,4,444,01 - Champions
13785,450,4,542.49,1,3,2,132,06 - Others / Need Attention
13786,389,6,3358.94,2,3,4,234,03 - Loyal Customers
13787,97,6,1222.5,3,3,3,333,03 - Loyal Customers
13788,527,1,3.75,1,1,1,111,04 - At Risk
13789,410,1,239.46,1,1,1,111,04 - At Risk
13790,26,1,348.79999999999995,4,1,2,412,06 - Others / Need Attention
13791,149,2,1516.0,2,2,3,223,06 - Others / Need Attention
13792,88,3,383.95,3,2,2,322,06 - Others / Need Attention
13793,668,1,96.0,1,1,1,111,04 - At Risk
13794,568,1,126.03,1,1,1,111,04 - At Risk
13795,410,4,836.3,1,3,2,132,06 - Others / Need Attention
13796,521,1,289.7,1,1,1,111,04 - At Risk
13797,458,3,1179.45,1,2,3,123,06 - Others / Need Attention
13798,23,110,75836.87,4,4,4,444,01 - Champions
13799,138,9,2803.57,2,4,4,244,03 - Loyal Customers
13800,331,3,1679.56,2,2,3,223,06 - Others / Need Attention
13801,88,1,324.8,3,1,1,311,06 - Others / Need Attention
13802,160,19,26259.11,2,4,4,244,03 - Loyal Customers
13803,277,3,1338.91,2,2,3,223,06 - Others / Need Attention
13804,52,9,3208.52,3,4,4,344,03 - Loyal Customers
13805,74,2,924.5999999999999,3,2,3,323,06 - Others / Need Attention
13806,85,1,256.38,3,1,1,311,06 - Others / Need Attention
13807,389,3,534.8,2,2,2,222,04 - At Risk
13808,27,5,1747.66,4,3,3,433,02 - Potential Loyalists
13809,327,3,679.6999999999999,2,2,2,222,04 - At Risk
13810,50,3,1499.01,3,2,3,323,06 - Others / Need Attention
13811,205,3,814.5,2,2,2,222,04 - At Risk
13812,64,3,539.0,3,2,2,322,06 - Others / Need Attention
13813,61,8,2765.4700000000003,3,4,4,344,03 - Loyal Customers
13814,114,3,2257.32,3,2,3,323,06 - Others / Need Attention
13815,44,8,7475.74,4,4,4,444,01 - Champions
13816,45,2,571.6700000000001,4,2,2,422,06 - Others / Need Attention
13817,51,2,382.98,3,2,2,322,06 - Others / Need Attention
13818,451,1,61.28,1,1,1,111,04 - At Risk
13819,323,6,2642.35,2,3,4,234,03 - Loyal Customers
13820,440,3,660.65,1,2,2,122,04 - At Risk
13821,166,6,1410.73,2,3,3,233,03 - Loyal Customers
13822,27,2,632.0,4,2,2,422,06 - Others / Need Attention
13823,40,7,3403.4500000000003,4,3,4,434,02 - Potential Loyalists
13824,54,12,3314.76,3,4,4,344,03 - Loyal Customers
13825,643,2,255.59,1,2,1,121,04 - At Risk
13826,198,1,189.5,2,1,1,211,04 - At Risk
13827,79,3,412.05,3,2,2,322,06 - Others / Need Attention
13828,44,1,209.49,4,1,1,411,06 - Others / Need Attention
13829,443,1,102.0,1,1,1,111,04 - At Risk
13830,603,1,156.85000000000002,1,1,1,111,04 - At Risk
13831,38,18,7023.58,4,4,4,444,01 - Champions
13832,41,2,613.6899999999999,4,2,2,422,06 - Others / Need Attention
13833,181,2,701.36,2,2,2,222,04 - At Risk
13834,598,2,324.19,1,2,1,121,04 - At Risk
13835,47,7,1095.27,4,3,3,433,02 - Potential Loyalists
13836,421,2,620.37,1,2,2,122,04 - At Risk
13837,233,2,271.24,2,2,1,221,04 - At Risk
13838,27,10,1966.09,4,4,3,443,02 - Potential Loyalists
